nuclides,reactions,groups,xs
H1,"(n,p)",11,0.0
H1,"(n,p)",12,0.0
H1,"(n,p)",13,0.0
H1,"(n,p)",14,0.0
H1,"(n,p)",15,0.0
H1,"(n,p)",16,0.0
H1,"(n,p)",17,0.0
H1,"(n,p)",18,0.0
H1,"(n,p)",19,0.0
H1,"(n,p)",20,0.0
H1,"(n,p)",21,0.0
H1,"(n,p)",22,0.0
H1,"(n,p)",23,0.0
H1,"(n,p)",24,0.0
H1,"(n,p)",25,0.0
H1,"(n,p)",26,0.0
H1,"(n,p)",27,0.0
H1,"(n,p)",28,0.0
H1,"(n,p)",29,0.0
H1,"(n,p)",30,0.0
H1,"(n,p)",31,0.0
H1,"(n,p)",32,0.0
H1,"(n,p)",33,0.0
H1,"(n,p)",34,0.0
H1,"(n,p)",35,0.0
H1,"(n,p)",36,0.0
H1,"(n,p)",37,0.0
H1,"(n,p)",38,0.0
H1,"(n,p)",39,0.0
H1,"(n,p)",40,0.0
H1,"(n,a)",1,0.0
H1,"(n,a)",2,0.0
H1,"(n,a)",3,0.0
H1,"(n,a)",4,0.0
H1,"(n,a)",5,0.0
H1,"(n,a)",6,0.0
H1,"(n,a)",7,0.0
H1,"(n,a)",8,0.0
H1,"(n,a)",9,0.0
H1,"(n,a)",10,0.0
H1,"(n,a)",11,0.0
H1,"(n,a)",12,0.0
H1,"(n,a)",13,0.0
H1,"(n,a)",14,0.0
H1,"(n,a)",15,0.0
H1,"(n,a)",16,0.0
H1,"(n,a)",17,0.0
H1,"(n,a)",18,0.0
H1,"(n,a)",19,0.0
H1,"(n,a)",20,0.0
H1,"(n,a)",21,0.0
H1,"(n,a)",22,0.0
H1,"(n,a)",23,0.0
H1,"(n,a)",24,0.0
H1,"(n,a)",25,0.0
H1,"(n,a)",26,0.0
H1,"(n,a)",27,0.0
H1,"(n,a)",28,0.0
H1,"(n,a)",29,0.0
H1,"(n,a)",30,0.0
H1,"(n,a)",31,0.0
H1,"(n,a)",32,0.0
H1,"(n,a)",33,0.0
H1,"(n,a)",34,0.0
H1,"(n,a)",35,0.0
H1,"(n,a)",36,0.0
H1,"(n,a)",37,0.0
H1,"(n,a)",38,0.0
H1,"(n,a)",39,0.0
H1,"(n,a)",40,0.0
H1,"(n,3n)",1,0.0
H1,"(n,3n)",2,0.0
H1,"(n,3n)",3,0.0
H1,"(n,3n)",4,0.0
H1,"(n,3n)",5,0.0
H1,"(n,3n)",6,0.0
H1,"(n,3n)",7,0.0
H1,"(n,3n)",8,0.0
H1,"(n,3n)",9,0.0
H1,"(n,3n)",10,0.0
H1,"(n,3n)",11,0.0
H1,"(n,3n)",12,0.0
H1,"(n,3n)",13,0.0
H1,"(n,3n)",14,0.0
H1,"(n,3n)",15,0.0
H1,"(n,3n)",16,0.0
H1,"(n,3n)",17,0.0
H1,"(n,3n)",18,0.0
H1,"(n,3n)",19,0.0
H1,"(n,3n)",20,0.0
H1,"(n,3n)",21,0.0
H1,"(n,3n)",22,0.0
H1,"(n,3n)",23,0.0
H1,"(n,3n)",24,0.0
H1,"(n,3n)",25,0.0
H1,"(n,3n)",26,0.0
H1,"(n,3n)",27,0.0
H1,"(n,3n)",28,0.0
H1,"(n,3n)",29,0.0
H1,"(n,3n)",30,0.0
H1,"(n,3n)",31,0.0
H1,"(n,3n)",32,0.0
H1,"(n,3n)",33,0.0
H1,"(n,3n)",34,0.0
H1,"(n,3n)",35,0.0
H1,"(n,3n)",36,0.0
H1,"(n,3n)",37,0.0
H1,"(n,3n)",38,0.0
H1,"(n,3n)",39,0.0
H1,"(n,3n)",40,0.0
H1,"(n,4n)",1,0.0
H1,"(n,4n)",2,0.0
H1,"(n,4n)",3,0.0
H1,"(n,4n)",4,0.0
H1,"(n,4n)",5,0.0
H1,"(n,4n)",6,0.0
H1,"(n,4n)",7,0.0
H1,"(n,4n)",8,0.0
H1,"(n,4n)",9,0.0
H1,"(n,4n)",10,0.0
H1,"(n,4n)",11,0.0
H1,"(n,4n)",12,0.0
H1,"(n,4n)",13,0.0
H1,"(n,4n)",14,0.0
H1,"(n,4n)",15,0.0
H1,"(n,4n)",16,0.0
H1,"(n,4n)",17,0.0
H1,"(n,4n)",18,0.0
H1,"(n,4n)",19,0.0
H1,"(n,4n)",20,0.0
H1,"(n,4n)",21,0.0
H1,"(n,4n)",22,0.0
H1,"(n,4n)",23,0.0
H1,"(n,4n)",24,0.0
H1,"(n,4n)",25,0.0
H1,"(n,4n)",26,0.0
H1,"(n,4n)",27,0.0
H1,"(n,4n)",28,0.0
H1,"(n,4n)",29,0.0
H1,"(n,4n)",30,0.0
H1,"(n,4n)",31,0.0
H1,"(n,4n)",32,0.0
H1,"(n,4n)",33,0.0
H1,"(n,4n)",34,0.0
H1,"(n,4n)",35,0.0
H1,"(n,4n)",36,0.0
H1,"(n,4n)",37,0.0
H1,"(n,4n)",38,0.0
H1,"(n,4n)",39,0.0
H1,"(n,4n)",40,0.0
H1,fission,1,0.0
H1,fission,2,0.0
H1,fission,3,0.0
H1,fission,4,0.0
H1,fission,5,0.0
H1,fission,6,0.0
H1,fission,7,0.0
H1,fission,8,0.0
H1,fission,9,0.0
H1,fission,10,0.0
H1,fission,11,0.0
H1,fission,12,0.0
H1,fission,13,0.0
H1,fission,14,0.0
H1,fission,15,0.0
H1,fission,16,0.0
H1,fission,17,0.0
H1,fission,18,0.0
H1,fission,19,0.0
H1,fission,20,0.0
H1,fission,21,0.0
H1,fission,22,0.0
H1,fission,23,0.0
H1,fission,24,0.0
H1,fission,25,0.0
H1,fission,26,0.0
H1,fission,27,0.0
H1,fission,28,0.0
H1,fission,29,0.0
H1,fission,30,0.0
H1,fission,31,0.0
H1,fission,32,0.0
H1,fission,33,0.0
H1,fission,34,0.0
H1,fission,35,0.0
H1,fission,36,0.0
H1,fission,37,0.0
H1,fission,38,0.0
H1,fission,39,0.0
H1,fission,40,0.0
H2,"(n,gamma)",1,0.0008653072484900221
H2,"(n,gamma)",2,0.0005387146935067926
H2,"(n,gamma)",3,0.0004253851497900068
H2,"(n,gamma)",4,0.0003615349201574064
H2,"(n,gamma)",5,0.00030848212667454597
H2,"(n,gamma)",6,0.00026929054485043494
H2,"(n,gamma)",7,0.00023490044528438054
H2,"(n,gamma)",8,0.00020234059480497737
H2,"(n,gamma)",9,0.00018056338267578848
H2,"(n,gamma)",10,0.00016158797604135279
H2,"(n,gamma)",11,0.0001437772041222025
H2,"(n,gamma)",12,0.00011783912925165285
H2,"(n,gamma)",13,9.436452236403027e-05
H2,"(n,gamma)",14,8.48037126954339e-05
H2,"(n,gamma)",15,8.20194558015412e-05
H2,"(n,gamma)",16,8.051528719675222e-05
H2,"(n,gamma)",17,7.831901184599355e-05
H2,"(n,gamma)",18,7.609851084624848e-05
H2,"(n,gamma)",19,7.273712313232845e-05
H2,"(n,gamma)",20,6.809287060936039e-05
H2,"(n,gamma)",21,6.225206487961158e-05
H2,"(n,gamma)",22,5.720991752532771e-05
H2,"(n,gamma)",23,5.261072615507354e-05
H2,"(n,gamma)",24,4.7075221390891845e-05
H2,"(n,gamma)",25,4.2200900253097833e-05
H2,"(n,gamma)",26,3.2401283517041445e-05
H2,"(n,gamma)",27,2.270872771086978e-05
H2,"(n,gamma)",28,1.7548548768541393e-05
H2,"(n,gamma)",29,1.332065908189681e-05
H2,"(n,gamma)",30,8.811760328966961e-06
H2,"(n,gamma)",31,2.9683150447138882e-06
H2,"(n,gamma)",32,1.0907804169838102e-06
H2,"(n,gamma)",33,1.3338061205319636e-06
H2,"(n,gamma)",34,3.1276024281928146e-06
H2,"(n,gamma)",35,4.828981718322376e-06
H2,"(n,gamma)",36,6.0004786764621375e-06
H2,"(n,gamma)",37,7.390618355792281e-06
H2,"(n,gamma)",38,8.788084983430147e-06
H2,"(n,gamma)",39,1.0251100772334857e-05
H2,"(n,gamma)",40,1.1371977551704564e-05
H2,"(n,2n)",1,0.0
H2,"(n,2n)",2,0.0
H2,"(n,2n)",3,0.0
H2,"(n,2n)",4,0.0
H2,"(n,2n)",5,0.0
H2,"(n,2n)",6,0.0
H2,"(n,2n)",7,0.0
H2,"(n,2n)",8,0.0
H2,"(n,2n)",9,0.0
H2,"(n,2n)",10,0.0
H2,"(n,2n)",11,0.0
H2,"(n,2n)",12,0.0
H2,"(n,2n)",13,0.0
H2,"(n,2n)",14,0.0
H2,"(n,2n)",15,0.0
H2,"(n,2n)",16,0.0
H2,"(n,2n)",17,0.0
H2,"(n,2n)",18,0.0
H2,"(n,2n)",19,0.0
H2,"(n,2n)",20,0.0
H2,"(n,2n)",21,0.0
H2,"(n,2n)",22,0.0
H2,"(n,2n)",23,0.0
H2,"(n,2n)",24,0.0
H2,"(n,2n)",25,0.0
H2,"(n,2n)",26,0.0
H2,"(n,2n)",27,0.0
H2,"(n,2n)",28,0.0
H2,"(n,2n)",29,0.0
H2,"(n,2n)",30,0.0
H2,"(n,2n)",31,0.0
H2,"(n,2n)",32,0.0
H2,"(n,2n)",33,0.0
H2,"(n,2n)",34,0.0
H2,"(n,2n)",35,0.0
H2,"(n,2n)",36,0.0
H2,"(n,2n)",37,0.0
H2,"(n,2n)",38,0.0003861621309422791
H2,"(n,2n)",39,0.02742656948566786
H2,"(n,2n)",40,0.08772178935499633
H2,"(n,p)",1,0.0
H2,"(n,p)",2,0.0
H2,"(n,p)",3,0.0
H2,"(n,p)",4,0.0
H2,"(n,p)",5,0.0
H2,"(n,p)",6,0.0
H2,"(n,p)",7,0.0
H2,"(n,p)",8,0.0
H2,"(n,p)",9,0.0
H2,"(n,p)",10,0.0
H2,"(n,p)",11,0.0
H2,"(n,p)",12,0.0
H2,"(n,p)",13,0.0
H2,"(n,p)",14,0.0
H2,"(n,p)",15,0.0
H2,"(n,p)",16,0.0
H2,"(n,p)",17,0.0
H2,"(n,p)",18,0.0
H2,"(n,p)",19,0.0
H2,"(n,p)",20,0.0
H2,"(n,p)",21,0.0
H2,"(n,p)",22,0.0
H2,"(n,p)",23,0.0
H2,"(n,p)",24,0.0
H2,"(n,p)",25,0.0
H2,"(n,p)",26,0.0
H2,"(n,p)",27,0.0
H2,"(n,p)",28,0.0
H2,"(n,p)",29,0.0
H2,"(n,p)",30,0.0
H2,"(n,p)",31,0.0
H2,"(n,p)",32,0.0
H2,"(n,p)",33,0.0
H2,"(n,p)",34,0.0
H2,"(n,p)",35,0.0
H2,"(n,p)",36,0.0
H2,"(n,p)",37,0.0
H2,"(n,p)",38,0.0
H2,"(n,p)",39,0.0
H2,"(n,p)",40,0.0
H2,"(n,a)",1,0.0
H2,"(n,a)",2,0.0
H2,"(n,a)",3,0.0
H2,"(n,a)",4,0.0
H2,"(n,a)",5,0.0
H2,"(n,a)",6,0.0
H2,"(n,a)",7,0.0
H2,"(n,a)",8,0.0
H2,"(n,a)",9,0.0
H2,"(n,a)",10,0.0
H2,"(n,a)",11,0.0
H2,"(n,a)",12,0.0
H2,"(n,a)",13,0.0
H2,"(n,a)",14,0.0
H2,"(n,a)",15,0.0
H2,"(n,a)",16,0.0
H2,"(n,a)",17,0.0
H2,"(n,a)",18,0.0
H2,"(n,a)",19,0.0
H2,"(n,a)",20,0.0
H2,"(n,a)",21,0.0
H2,"(n,a)",22,0.0
H2,"(n,a)",23,0.0
H2,"(n,a)",24,0.0
H2,"(n,a)",25,0.0
H2,"(n,a)",26,0.0
H2,"(n,a)",27,0.0
H2,"(n,a)",28,0.0
H2,"(n,a)",29,0.0
H2,"(n,a)",30,0.0
H2,"(n,a)",31,0.0
H2,"(n,a)",32,0.0
H2,"(n,a)",33,0.0
H2,"(n,a)",34,0.0
H2,"(n,a)",35,0.0
H2,"(n,a)",36,0.0
H2,"(n,a)",37,0.0
H2,"(n,a)",38,0.0
H2,"(n,a)",39,0.0
H2,"(n,a)",40,0.0
H2,"(n,3n)",1,0.0
H2,"(n,3n)",2,0.0
H2,"(n,3n)",3,0.0
H2,"(n,3n)",4,0.0
H2,"(n,3n)",5,0.0
H2,"(n,3n)",6,0.0
H2,"(n,3n)",7,0.0
H2,"(n,3n)",8,0.0
H2,"(n,3n)",9,0.0
H2,"(n,3n)",10,0.0
H2,"(n,3n)",11,0.0
H2,"(n,3n)",12,0.0
H2,"(n,3n)",13,0.0
H2,"(n,3n)",14,0.0
H2,"(n,3n)",15,0.0
H2,"(n,3n)",16,0.0
H2,"(n,3n)",17,0.0
H2,"(n,3n)",18,0.0
H2,"(n,3n)",19,0.0
H2,"(n,3n)",20,0.0
H2,"(n,3n)",21,0.0
H2,"(n,3n)",22,0.0
H2,"(n,3n)",23,0.0
H2,"(n,3n)",24,0.0
H2,"(n,3n)",25,0.0
H2,"(n,3n)",26,0.0
H2,"(n,3n)",27,0.0
H2,"(n,3n)",28,0.0
H2,"(n,3n)",29,0.0
H2,"(n,3n)",30,0.0
H2,"(n,3n)",31,0.0
H2,"(n,3n)",32,0.0
H2,"(n,3n)",33,0.0
H2,"(n,3n)",34,0.0
H2,"(n,3n)",35,0.0
H2,"(n,3n)",36,0.0
H2,"(n,3n)",37,0.0
H2,"(n,3n)",38,0.0
H2,"(n,3n)",39,0.0
H2,"(n,3n)",40,0.0
H2,"(n,4n)",1,0.0
H2,"(n,4n)",2,0.0
H2,"(n,4n)",3,0.0
H2,"(n,4n)",4,0.0
H2,"(n,4n)",5,0.0
H2,"(n,4n)",6,0.0
H2,"(n,4n)",7,0.0
H2,"(n,4n)",8,0.0
H2,"(n,4n)",9,0.0
H2,"(n,4n)",10,0.0
H2,"(n,4n)",11,0.0
H2,"(n,4n)",12,0.0
H2,"(n,4n)",13,0.0
H2,"(n,4n)",14,0.0
H2,"(n,4n)",15,0.0
H2,"(n,4n)",16,0.0
H2,"(n,4n)",17,0.0
H2,"(n,4n)",18,0.0
H2,"(n,4n)",19,0.0
H2,"(n,4n)",20,0.0
H2,"(n,4n)",21,0.0
H2,"(n,4n)",22,0.0
H2,"(n,4n)",23,0.0
H2,"(n,4n)",24,0.0
H2,"(n,4n)",25,0.0
H2,"(n,4n)",26,0.0
H2,"(n,4n)",27,0.0
H2,"(n,4n)",28,0.0
H2,"(n,4n)",29,0.0
H2,"(n,4n)",30,0.0
H2,"(n,4n)",31,0.0
H2,"(n,4n)",32,0.0
H2,"(n,4n)",33,0.0
H2,"(n,4n)",34,0.0
H2,"(n,4n)",35,0.0
H2,"(n,4n)",36,0.0
H2,"(n,4n)",37,0.0
H2,"(n,4n)",38,0.0
H2,"(n,4n)",39,0.0
H2,"(n,4n)",40,0.0
H2,fission,1,0.0
H2,fission,2,0.0
H2,fission,3,0.0
H2,fission,4,0.0
H2,fission,5,0.0
H2,fission,6,0.0
H2,fission,7,0.0
H2,fission,8,0.0
H2,fission,9,0.0
H2,fission,10,0.0
H2,fission,11,0.0
H2,fission,12,0.0
H2,fission,13,0.0
H2,fission,14,0.0
H2,fission,15,0.0
H2,fission,16,0.0
H2,fission,17,0.0
H2,fission,18,0.0
H2,fission,19,0.0
H2,fission,20,0.0
H2,fission,21,0.0
H2,fission,22,0.0
H2,fission,23,0.0
H2,fission,24,0.0
H2,fission,25,0.0
H2,fission,26,0.0
H2,fission,27,0.0
H2,fission,28,0.0
H2,fission,29,0.0
H2,fission,30,0.0
H2,fission,31,0.0
H2,fission,32,0.0
H2,fission,33,0.0
H2,fission,34,0.0
H2,fission,35,0.0
H2,fission,36,0.0
H2,fission,37,0.0
H2,fission,38,0.0
H2,fission,39,0.0
H2,fission,40,0.0
H3,"(n,gamma)",1,0.0
H3,"(n,gamma)",2,0.0
H3,"(n,gamma)",3,0.0
H3,"(n,gamma)",4,0.0
H3,"(n,gamma)",5,0.0
H3,"(n,gamma)",6,0.0
H3,"(n,gamma)",7,0.0
H3,"(n,gamma)",8,0.0
H3,"(n,gamma)",9,0.0
H3,"(n,gamma)",10,0.0
H3,"(n,gamma)",11,0.0
H3,"(n,gamma)",12,0.0
H3,"(n,gamma)",13,0.0
H3,"(n,gamma)",14,0.0
H3,"(n,gamma)",15,0.0
H3,"(n,gamma)",16,0.0
H3,"(n,gamma)",17,0.0
H3,"(n,gamma)",18,0.0
H3,"(n,gamma)",19,0.0
H3,"(n,gamma)",20,0.0
H3,"(n,gamma)",21,0.0
H3,"(n,gamma)",22,0.0
H3,"(n,gamma)",23,0.0
H3,"(n,gamma)",24,0.0
H3,"(n,gamma)",25,0.0
H3,"(n,gamma)",26,0.0
H3,"(n,gamma)",27,0.0
H3,"(n,gamma)",28,0.0
H3,"(n,gamma)",29,0.0
H3,"(n,gamma)",30,0.0
H3,"(n,gamma)",31,0.0
H3,"(n,gamma)",32,0.0
H3,"(n,gamma)",33,0.0
H3,"(n,gamma)",34,0.0
H3,"(n,gamma)",35,0.0
H3,"(n,gamma)",36,0.0
H3,"(n,gamma)",37,0.0
H3,"(n,gamma)",38,0.0
H3,"(n,gamma)",39,0.0
H3,"(n,gamma)",40,0.0
H3,"(n,2n)",1,0.0
H3,"(n,2n)",2,0.0
H3,"(n,2n)",3,0.0
H3,"(n,2n)",4,0.0
H3,"(n,2n)",5,0.0
H3,"(n,2n)",6,0.0
H3,"(n,2n)",7,0.0
H3,"(n,2n)",8,0.0
H3,"(n,2n)",9,0.0
H3,"(n,2n)",10,0.0
H3,"(n,2n)",11,0.0
H3,"(n,2n)",12,0.0
H3,"(n,2n)",13,0.0
H3,"(n,2n)",14,0.0
H3,"(n,2n)",15,0.0
H3,"(n,2n)",16,0.0
H3,"(n,2n)",17,0.0
H3,"(n,2n)",18,0.0
H3,"(n,2n)",19,0.0
H3,"(n,2n)",20,0.0
H3,"(n,2n)",21,0.0
H3,"(n,2n)",22,0.0
H3,"(n,2n)",23,0.0
H3,"(n,2n)",24,0.0
H3,"(n,2n)",25,0.0
H3,"(n,2n)",26,0.0
H3,"(n,2n)",27,0.0
H3,"(n,2n)",28,0.0
H3,"(n,2n)",29,0.0
H3,"(n,2n)",30,0.0
H3,"(n,2n)",31,0.0
H3,"(n,2n)",32,0.0
H3,"(n,2n)",33,0.0
H3,"(n,2n)",34,0.0
H3,"(n,2n)",35,0.0
H3,"(n,2n)",36,0.0
H3,"(n,2n)",37,0.0
H3,"(n,2n)",38,0.0
H3,"(n,2n)",39,0.0
H3,"(n,2n)",40,0.005249786018516622
H3,"(n,p)",1,0.0
H3,"(n,p)",2,0.0
H3,"(n,p)",3,0.0
H3,"(n,p)",4,0.0
H3,"(n,p)",5,0.0
H3,"(n,p)",6,0.0
H3,"(n,p)",7,0.0
H3,"(n,p)",8,0.0
H3,"(n,p)",9,0.0
H3,"(n,p)",10,0.0
H3,"(n,p)",11,0.0
H3,"(n,p)",12,0.0
H3,"(n,p)",13,0.0
H3,"(n,p)",14,0.0
H3,"(n,p)",15,0.0
H3,"(n,p)",16,0.0
H3,"(n,p)",17,0.0
H3,"(n,p)",18,0.0
H3,"(n,p)",19,0.0
H3,"(n,p)",20,0.0
H3,"(n,p)",21,0.0
H3,"(n,p)",22,0.0
H3,"(n,p)",23,0.0
H3,"(n,p)",24,0.0
H3,"(n,p)",25,0.0
H3,"(n,p)",26,0.0
H3,"(n,p)",27,0.0
H3,"(n,p)",28,0.0
H3,"(n,p)",29,0.0
H3,"(n,p)",30,0.0
H3,"(n,p)",31,0.0
H3,"(n,p)",32,0.0
H3,"(n,p)",33,0.0
H3,"(n,p)",34,0.0
H3,"(n,p)",35,0.0
H3,"(n,p)",36,0.0
H3,"(n,p)",37,0.0
H3,"(n,p)",38,0.0
H3,"(n,p)",39,0.0
H3,"(n,p)",40,0.0
H3,"(n,a)",1,0.0
H3,"(n,a)",2,0.0
H3,"(n,a)",3,0.0
H3,"(n,a)",4,0.0
H3,"(n,a)",5,0.0
H3,"(n,a)",6,0.0
H3,"(n,a)",7,0.0
H3,"(n,a)",8,0.0
H3,"(n,a)",9,0.0
H3,"(n,a)",10,0.0
H3,"(n,a)",11,0.0
H3,"(n,a)",12,0.0
H3,"(n,a)",13,0.0
H3,"(n,a)",14,0.0
H3,"(n,a)",15,0.0
H3,"(n,a)",16,0.0
H3,"(n,a)",17,0.0
H3,"(n,a)",18,0.0
H3,"(n,a)",19,0.0
H3,"(n,a)",20,0.0
H3,"(n,a)",21,0.0
H3,"(n,a)",22,0.0
H3,"(n,a)",23,0.0
H3,"(n,a)",24,0.0
H3,"(n,a)",25,0.0
H3,"(n,a)",26,0.0
H3,"(n,a)",27,0.0
H3,"(n,a)",28,0.0
H3,"(n,a)",29,0.0
H3,"(n,a)",30,0.0
H3,"(n,a)",31,0.0
H3,"(n,a)",32,0.0
H3,"(n,a)",33,0.0
H3,"(n,a)",34,0.0
H3,"(n,a)",35,0.0
H3,"(n,a)",36,0.0
H3,"(n,a)",37,0.0
H3,"(n,a)",38,0.0
H3,"(n,a)",39,0.0
H3,"(n,a)",40,0.0
H3,"(n,3n)",1,0.0
H3,"(n,3n)",2,0.0
H3,"(n,3n)",3,0.0
H3,"(n,3n)",4,0.0
H3,"(n,3n)",5,0.0
H3,"(n,3n)",6,0.0
H3,"(n,3n)",7,0.0
H3,"(n,3n)",8,0.0
H3,"(n,3n)",9,0.0
H3,"(n,3n)",10,0.0
H3,"(n,3n)",11,0.0
H3,"(n,3n)",12,0.0
H3,"(n,3n)",13,0.0
H3,"(n,3n)",14,0.0
H3,"(n,3n)",15,0.0
H3,"(n,3n)",16,0.0
H3,"(n,3n)",17,0.0
H3,"(n,3n)",18,0.0
H3,"(n,3n)",19,0.0
H3,"(n,3n)",20,0.0
H3,"(n,3n)",21,0.0
H3,"(n,3n)",22,0.0
H3,"(n,3n)",23,0.0
H3,"(n,3n)",24,0.0
H3,"(n,3n)",25,0.0
H3,"(n,3n)",26,0.0
H3,"(n,3n)",27,0.0
H3,"(n,3n)",28,0.0
H3,"(n,3n)",29,0.0
H3,"(n,3n)",30,0.0
H3,"(n,3n)",31,0.0
H3,"(n,3n)",32,0.0
H3,"(n,3n)",33,0.0
H3,"(n,3n)",34,0.0
H3,"(n,3n)",35,0.0
H3,"(n,3n)",36,0.0
H3,"(n,3n)",37,0.0
H3,"(n,3n)",38,0.0
H3,"(n,3n)",39,0.0
H3,"(n,3n)",40,0.0
H3,"(n,4n)",1,0.0
H3,"(n,4n)",2,0.0
H3,"(n,4n)",3,0.0
H3,"(n,4n)",4,0.0
H3,"(n,4n)",5,0.0
H3,"(n,4n)",6,0.0
H3,"(n,4n)",7,0.0
H3,"(n,4n)",8,0.0
H3,"(n,4n)",9,0.0
H3,"(n,4n)",10,0.0
H3,"(n,4n)",11,0.0
H3,"(n,4n)",12,0.0
H3,"(n,4n)",13,0.0
H3,"(n,4n)",14,0.0
H3,"(n,4n)",15,0.0
H3,"(n,4n)",16,0.0
H3,"(n,4n)",17,0.0
H3,"(n,4n)",18,0.0
H3,"(n,4n)",19,0.0
H3,"(n,4n)",20,0.0
H3,"(n,4n)",21,0.0
H3,"(n,4n)",22,0.0
H3,"(n,4n)",23,0.0
H3,"(n,4n)",24,0.0
H3,"(n,4n)",25,0.0
H3,"(n,4n)",26,0.0
H3,"(n,4n)",27,0.0
H3,"(n,4n)",28,0.0
H3,"(n,4n)",29,0.0
H3,"(n,4n)",30,0.0
H3,"(n,4n)",31,0.0
H3,"(n,4n)",32,0.0
H3,"(n,4n)",33,0.0
H3,"(n,4n)",34,0.0
H3,"(n,4n)",35,0.0
H3,"(n,4n)",36,0.0
H3,"(n,4n)",37,0.0
H3,"(n,4n)",38,0.0
H3,"(n,4n)",39,0.0
H3,"(n,4n)",40,0.0
H3,fission,1,0.0
H3,fission,2,0.0
H3,fission,3,0.0
H3,fission,4,0.0
H3,fission,5,0.0
H3,fission,6,0.0
H3,fission,7,0.0
H3,fission,8,0.0
H3,fission,9,0.0
H3,fission,10,0.0
H3,fission,11,0.0
H3,fission,12,0.0
H3,fission,13,0.0
H3,fission,14,0.0
H3,fission,15,0.0
H3,fission,16,0.0
H3,fission,17,0.0
H3,fission,18,0.0
H3,fission,19,0.0
H3,fission,20,0.0
H3,fission,21,0.0
H3,fission,22,0.0
H3,fission,23,0.0
H3,fission,24,0.0
H3,fission,25,0.0
H3,fission,26,0.0
H3,fission,27,0.0
H3,fission,28,0.0
H3,fission,29,0.0
H3,fission,30,0.0
H3,fission,31,0.0
