nuclides,reactions,groups,xs
Fe56,fission,6,0.0
Fe56,fission,7,0.0
Fe56,fission,8,0.0
Fe57,"(n,gamma)",1,2.33785039048079
Fe57,"(n,gamma)",2,1.308831892853172
Fe57,"(n,gamma)",3,0.8810001472398798
Fe57,"(n,gamma)",4,0.5982059682248011
Fe57,"(n,gamma)",5,0.3180050831398007
Fe57,"(n,gamma)",6,0.06948913868625693
Fe57,"(n,gamma)",7,0.026646641887928098
Fe57,"(n,gamma)",8,0.0017764581110312513
Fe57,"(n,2n)",1,0.0
Fe57,"(n,2n)",2,0.0
Fe57,"(n,2n)",3,0.0
Fe57,"(n,2n)",4,0.0
Fe57,"(n,2n)",5,0.0
Fe57,"(n,2n)",6,0.0
Fe57,"(n,2n)",7,0.0
Fe57,"(n,2n)",8,0.0019084874051279203
Fe57,"(n,p)",1,0.0
Fe57,"(n,p)",2,0.0
Fe57,"(n,p)",3,0.0
Fe57,"(n,p)",4,0.0
Fe57,"(n,p)",5,0.0
Fe57,"(n,p)",6,0.0
Fe57,"(n,p)",7,0.0
Fe57,"(n,p)",8,0.0009309182828007512
Fe57,"(n,a)",1,0.0
Fe57,"(n,a)",2,0.0
Fe57,"(n,a)",3,0.0
Fe57,"(n,a)",4,0.0
Fe57,"(n,a)",5,0.0
Fe57,"(n,a)",6,0.0
Fe57,"(n,a)",7,2.5235995282089964e-09
Fe57,"(n,a)",8,0.0012987365659410761
Fe57,"(n,3n)",1,0.0
Fe57,"(n,3n)",2,0.0
Fe57,"(n,3n)",3,0.0
Fe57,"(n,3n)",4,0.0
Fe57,"(n,3n)",5,0.0
Fe57,"(n,3n)",6,0.0
Fe57,"(n,3n)",7,0.0
Fe57,"(n,3n)",8,0.0
Fe57,"(n,4n)",1,0.0
Fe57,"(n,4n)",2,0.0
Fe57,"(n,4n)",3,0.0
Fe57,"(n,4n)",4,0.0
Fe57,"(n,4n)",5,0.0
Fe57,"(n,4n)",6,0.0
Fe57,"(n,4n)",7,0.0
Fe57,"(n,4n)",8,0.0
Fe57,fission,1,0.0
Fe57,fission,2,0.0
Fe57,fission,3,0.0
Fe57,fission,4,0.0
Fe57,fission,5,0.0
Fe57,fission,6,0.0
Fe57,fission,7,0.0
Fe57,fission,8,0.0
Fe58,"(n,gamma)",1,1.1083098788858237
Fe58,"(n,gamma)",2,0.6211170109533349
Fe58,"(n,gamma)",3,0.4186690928446098
Fe58,"(n,gamma)",4,0.2847566758621211
Fe58,"(n,gamma)",5,0.15206882387704868
Fe58,"(n,gamma)",6,0.1525114487042821
Fe58,"(n,gamma)",7,0.013778783726674076
Fe58,"(n,gamma)",8,0.0019911881849525134
Fe58,"(n,2n)",1,0.0
Fe58,"(n,2n)",2,0.0
Fe58,"(n,2n)",3,0.0
Fe58,"(n,2n)",4,0.0
Fe58,"(n,2n)",5,0.0
Fe58,"(n,2n)",6,0.0
Fe58,"(n,2n)",7,0.0
Fe58,"(n,2n)",8,0.00044896878790213427
Fe58,"(n,p)",1,0.0
Fe58,"(n,p)",2,0.0
Fe58,"(n,p)",3,0.0
Fe58,"(n,p)",4,0.0
Fe58,"(n,p)",5,0.0
Fe58,"(n,p)",6,0.0
Fe58,"(n,p)",7,0.0
Fe58,"(n,p)",8,1.2249825377793395e-05
Fe58,"(n,a)",1,0.0
Fe58,"(n,a)",2,0.0
Fe58,"(n,a)",3,0.0
Fe58,"(n,a)",4,0.0
Fe58,"(n,a)",5,0.0
Fe58,"(n,a)",6,0.0
Fe58,"(n,a)",7,0.0
Fe58,"(n,a)",8,8.162091415055522e-05
Fe58,"(n,3n)",1,0.0
Fe58,"(n,3n)",2,0.0
Fe58,"(n,3n)",3,0.0
Fe58,"(n,3n)",4,0.0
Fe58,"(n,3n)",5,0.0
Fe58,"(n,3n)",6,0.0
Fe58,"(n,3n)",7,0.0
Fe58,"(n,3n)",8,0.0
Fe58,"(n,4n)",1,0.0
Fe58,"(n,4n)",2,0.0
Fe58,"(n,4n)",3,0.0
Fe58,"(n,4n)",4,0.0
Fe58,"(n,4n)",5,0.0
Fe58,"(n,4n)",6,0.0
Fe58,"(n,4n)",7,0.0
Fe58,"(n,4n)",8,0.0
Fe58,fission,1,0.0
Fe58,fission,2,0.0
Fe58,fission,3,0.0
Fe58,fission,4,0.0
Fe58,fission,5,0.0
Fe58,fission,6,0.0
Fe58,fission,7,0.0
Fe58,fission,8,0.0
Co58,"(n,gamma)",1,1789.764626173957
Co58,"(n,gamma)",2,1013.5783081086712
Co58,"(n,gamma)",3,696.606116855667
Co58,"(n,gamma)",4,495.2318098568784
Co58,"(n,gamma)",5,349.1308885943661
Co58,"(n,gamma)",6,728.5976321111295
Co58,"(n,gamma)",7,0.1157619966488065
Co58,"(n,gamma)",8,0.003878319654832952
Co58,"(n,2n)",1,0.0
Co58,"(n,2n)",2,0.0
Co58,"(n,2n)",3,0.0
Co58,"(n,2n)",4,0.0
Co58,"(n,2n)",5,0.0
Co58,"(n,2n)",6,0.0
Co58,"(n,2n)",7,0.0
Co58,"(n,2n)",8,0.0008726604918492109
Co58,"(n,p)",1,10.852388642495052
Co58,"(n,p)",2,10.708513713401395
Co58,"(n,p)",3,10.677749165121496
Co58,"(n,p)",4,10.664189199288677
Co58,"(n,p)",5,10.656002042581056
Co58,"(n,p)",6,9.413624721878545
Co58,"(n,p)",7,0.4820046246353856
Co58,"(n,p)",8,0.10920490556841797
Co58,"(n,a)",1,0.0007841356963173323
Co58,"(n,a)",2,0.0007737400728396456
Co58,"(n,a)",3,0.0007715172488159265
Co58,"(n,a)",4,0.0007705374891621559
Co58,"(n,a)",5,0.0007699458868491056
Co58,"(n,a)",6,0.0006806796995938102
Co58,"(n,a)",7,7.126480994814822e-05
Co58,"(n,a)",8,0.0058169962436449354
Co58,"(n,3n)",1,0.0
Co58,"(n,3n)",2,0.0
Co58,"(n,3n)",3,0.0
Co58,"(n,3n)",4,0.0
Co58,"(n,3n)",5,0.0
Co58,"(n,3n)",6,0.0
Co58,"(n,3n)",7,0.0
Co58,"(n,3n)",8,0.0
Co58,"(n,4n)",1,0.0
Co58,"(n,4n)",2,0.0
Co58,"(n,4n)",3,0.0
Co58,"(n,4n)",4,0.0
Co58,"(n,4n)",5,0.0
Co58,"(n,4n)",6,0.0
Co58,"(n,4n)",7,0.0
Co58,"(n,4n)",8,0.0
Co58,fission,1,0.0
Co58,fission,2,0.0
Co58,fission,3,0.0
Co58,fission,4,0.0
Co58,fission,5,0.0
Co58,fission,6,0.0
Co58,fission,7,0.0
Co58,fission,8,0.0
Co58_m1,"(n,gamma)",1,98067.55362288415
Co58_m1,"(n,gamma)",2,60829.50234977774
Co58_m1,"(n,gamma)",3,49955.85106247162
Co58_m1,"(n,gamma)",4,58350.112961258834
Co58_m1,"(n,gamma)",5,60366.02358622046
Co58_m1,"(n,gamma)",6,48.33620566711595
Co58_m1,"(n,gamma)",7,0.03758774951886749
Co58_m1,"(n,gamma)",8,0.00217617515210178
Co58_m1,"(n,2n)",1,0.0
Co58_m1,"(n,2n)",2,0.0
Co58_m1,"(n,2n)",3,0.0
Co58_m1,"(n,2n)",4,0.0
Co58_m1,"(n,2n)",5,0.0
Co58_m1,"(n,2n)",6,0.0
Co58_m1,"(n,2n)",7,0.0
Co58_m1,"(n,2n)",8,0.0010040583961363804
Co58_m1,"(n,p)",1,34452.401233158926
Co58_m1,"(n,p)",2,21387.462251431705
Co58_m1,"(n,p)",3,17613.50568982789
Co58_m1,"(n,p)",4,20619.999627579946
Co58_m1,"(n,p)",5,22024.508772836474
Co58_m1,"(n,p)",6,17.0352543745654
Co58_m1,"(n,p)",7,0.01906678813707356
Co58_m1,"(n,p)",8,0.03830007276072737
Co58_m1,"(n,a)",1,0.0
Co58_m1,"(n,a)",2,0.0
Co58_m1,"(n,a)",3,0.0
Co58_m1,"(n,a)",4,0.0
Co58_m1,"(n,a)",5,0.0
Co58_m1,"(n,a)",6,0.0
Co58_m1,"(n,a)",7,0.0
Co58_m1,"(n,a)",8,0.007261130128751701
Co58_m1,"(n,3n)",1,0.0
Co58_m1,"(n,3n)",2,0.0
Co58_m1,"(n,3n)",3,0.0
Co58_m1,"(n,3n)",4,0.0
Co58_m1,"(n,3n)",5,0.0
Co58_m1,"(n,3n)",6,0.0
Co58_m1,"(n,3n)",7,0.0
Co58_m1,"(n,3n)",8,0.0
Co58_m1,"(n,4n)",1,0.0
Co58_m1,"(n,4n)",2,0.0
Co58_m1,"(n,4n)",3,0.0
Co58_m1,"(n,4n)",4,0.0
Co58_m1,"(n,4n)",5,0.0
Co58_m1,"(n,4n)",6,0.0
Co58_m1,"(n,4n)",7,0.0
Co58_m1,"(n,4n)",8,0.0
Co58_m1,fission,1,0.0
Co58_m1,fission,2,0.0
Co58_m1,fission,3,0.0
Co58_m1,fission,4,0.0
Co58_m1,fission,5,0.0
Co58_m1,fission,6,0.0
Co58_m1,fission,7,0.0
Co58_m1,fission,8,0.0
Co59,"(n,gamma)",1,35.82521991645599
Co59,"(n,gamma)",2,20.073159165003208
Co59,"(n,gamma)",3,13.531765191816906
Co59,"(n,gamma)",4,9.217750731887554
Co59,"(n,gamma)",5,4.981479341774446
Co59,"(n,gamma)",6,9.21881981275325
Co59,"(n,gamma)",7,0.0219148576421435
Co59,"(n,gamma)",8,0.0036122813925302663
Co59,"(n,2n)",1,0.0
Co59,"(n,2n)",2,0.0
Co59,"(n,2n)",3,0.0
Co59,"(n,2n)",4,0.0
Co59,"(n,2n)",5,0.0
Co59,"(n,2n)",6,0.0
Co59,"(n,2n)",7,0.0
Co59,"(n,2n)",8,0.0002560523205073475
Co59,"(n,p)",1,0.0
Co59,"(n,p)",2,0.0
Co59,"(n,p)",3,0.0
Co59,"(n,p)",4,0.0
Co59,"(n,p)",5,0.0
Co59,"(n,p)",6,0.0
Co59,"(n,p)",7,0.0
Co59,"(n,p)",8,0.0017807272125559001
Co59,"(n,a)",1,0.0
Co59,"(n,a)",2,0.0
Co59,"(n,a)",3,0.0
Co59,"(n,a)",4,0.0
Co59,"(n,a)",5,0.0
Co59,"(n,a)",6,0.0
Co59,"(n,a)",7,0.0
Co59,"(n,a)",8,0.00019685491465685714
Co59,"(n,3n)",1,0.0
Co59,"(n,3n)",2,0.0
Co59,"(n,3n)",3,0.0
Co59,"(n,3n)",4,0.0
Co59,"(n,3n)",5,0.0
Co59,"(n,3n)",6,0.0
Co59,"(n,3n)",7,0.0
Co59,"(n,3n)",8,0.0
Co59,"(n,4n)",1,0.0
Co59,"(n,4n)",2,0.0
Co59,"(n,4n)",3,0.0
Co59,"(n,4n)",4,0.0
Co59,"(n,4n)",5,0.0
Co59,"(n,4n)",6,0.0
Co59,"(n,4n)",7,0.0
Co59,"(n,4n)",8,0.0
Co59,fission,1,0.0
Co59,fission,2,0.0
Co59,fission,3,0.0
Co59,fission,4,0.0
Co59,fission,5,0.0
Co59,fission,6,0.0
Co59,fission,7,0.0
Co59,fission,8,0.0
Ni58,"(n,gamma)",1,4.071677270899037
Ni58,"(n,gamma)",2,2.2798297986119187
Ni58,"(n,gamma)",3,1.5349630945283717
Ni58,"(n,gamma)",4,1.0428060162006825
Ni58,"(n,gamma)",5,0.5558281791347268
Ni58,"(n,gamma)",6,0.07847459840495177
Ni58,"(n,gamma)",7,0.020236003520577153
Ni58,"(n,gamma)",8,0.004370765816054985
Ni58,"(n,2n)",1,0.0
Ni58,"(n,2n)",2,0.0
Ni58,"(n,2n)",3,0.0
Ni58,"(n,2n)",4,0.0
Ni58,"(n,2n)",5,0.0
Ni58,"(n,2n)",6,0.0
Ni58,"(n,2n)",7,0.0
Ni58,"(n,2n)",8,5.114005941786265e-06
Ni58,"(n,p)",1,0.0
Ni58,"(n,p)",2,0.0
Ni58,"(n,p)",3,0.0
Ni58,"(n,p)",4,0.0
Ni58,"(n,p)",5,0.0
Ni58,"(n,p)",6,0.0
Ni58,"(n,p)",7,0.00011425744986024866
Ni58,"(n,p)",8,0.13108412015067744
Ni58,"(n,a)",1,0.0
Ni58,"(n,a)",2,0.0
Ni58,"(n,a)",3,0.0
Ni58,"(n,a)",4,0.0
Ni58,"(n,a)",5,0.0
Ni58,"(n,a)",6,0.0
Ni58,"(n,a)",7,7.290312303923067e-07
Ni58,"(n,a)",8,0.007666315232535079
Ni58,"(n,3n)",1,0.0
Ni58,"(n,3n)",2,0.0
Ni58,"(n,3n)",3,0.0
Ni58,"(n,3n)",4,0.0
Ni58,"(n,3n)",5,0.0
Ni58,"(n,3n)",6,0.0
Ni58,"(n,3n)",7,0.0
Ni58,"(n,3n)",8,0.0
Ni58,"(n,4n)",1,0.0
Ni58,"(n,4n)",2,0.0
Ni58,"(n,4n)",3,0.0
Ni58,"(n,4n)",4,0.0
Ni58,"(n,4n)",5,0.0
Ni58,"(n,4n)",6,0.0
Ni58,"(n,4n)",7,0.0
Ni58,"(n,4n)",8,0.0
Ni58,fission,1,0.0
Ni58,fission,2,0.0
Ni58,fission,3,0.0
Ni58,fission,4,0.0
Ni58,fission,5,0.0
Ni58,fission,6,0.0
Ni58,fission,7,0.0
Ni58,fission,8,0.0
Ni59,"(n,gamma)",1,77.8138466220782
Ni59,"(n,gamma)",2,43.594426587033745
Ni59,"(n,gamma)",3,29.38082821525543
Ni59,"(n,gamma)",4,20.006572071942742
Ni59,"(n,gamma)",5,10.785183541352682
Ni59,"(n,gamma)",6,14.268833036402894
Ni59,"(n,gamma)",7,0.04122629737295605
Ni59,"(n,gamma)",8,0.0026840044363015693
Ni59,"(n,2n)",1,0.0
Ni59,"(n,2n)",2,0.0
Ni59,"(n,2n)",3,0.0
Ni59,"(n,2n)",4,0.0
Ni59,"(n,2n)",5,0.0
Ni59,"(n,2n)",6,0.0
Ni59,"(n,2n)",7,0.0
Ni59,"(n,2n)",8,0.0003241797117892516
Ni59,"(n,p)",1,1.6333735682529333
Ni59,"(n,p)",2,0.9158214173896815
Ni59,"(n,p)",3,0.6179701683309494
Ni59,"(n,p)",4,0.41928954348537684
Ni59,"(n,p)",5,0.2266129359285967
Ni59,"(n,p)",6,0.31129031368306737
Ni59,"(n,p)",7,0.03060737735905486
Ni59,"(n,p)",8,0.14606884569984363
Ni59,"(n,a)",1,13.058786035593881
Ni59,"(n,a)",2,7.322041468947868
Ni59,"(n,a)",3,4.940752499009744
Ni59,"(n,a)",4,3.3523521912447003
Ni59,"(n,a)",5,1.8120745186561928
Ni59,"(n,a)",6,2.3334434479150823
Ni59,"(n,a)",7,0.004968402375858883
Ni59,"(n,a)",8,0.019546174492680778
Ni59,"(n,3n)",1,0.0
Ni59,"(n,3n)",2,0.0
Ni59,"(n,3n)",3,0.0
Ni59,"(n,3n)",4,0.0
Ni59,"(n,3n)",5,0.0
Ni59,"(n,3n)",6,0.0
Ni59,"(n,3n)",7,0.0
Ni59,"(n,3n)",8,0.0
Ni59,"(n,4n)",1,0.0
Ni59,"(n,4n)",2,0.0
Ni59,"(n,4n)",3,0.0
Ni59,"(n,4n)",4,0.0
Ni59,"(n,4n)",5,0.0
Ni59,"(n,4n)",6,0.0
Ni59,"(n,4n)",7,0.0
Ni59,"(n,4n)",8,0.0
Ni59,fission,1,0.0
Ni59,fission,2,0.0
Ni59,fission,3,0.0
Ni59,fission,4,0.0
Ni59,fission,5,0.0
Ni59,fission,6,0.0
Ni59,fission,7,0.0
Ni59,fission,8,0.0
Ni60,"(n,gamma)",1,2.3130078674994596
Ni60,"(n,gamma)",2,1.2948988728664304
Ni60,"(n,gamma)",3,0.8715932658793262
Ni60,"(n,gamma)",4,0.5918283774484381
Ni60,"(n,gamma)",5,0.31509755506989157
Ni60,"(n,gamma)",6,0.0537219673130453
Ni60,"(n,gamma)",7,0.019503444221442002
Ni60,"(n,gamma)",8,0.0027509379848841627
Ni60,"(n,2n)",1,0.0
Ni60,"(n,2n)",2,0.0
Ni60,"(n,2n)",3,0.0
Ni60,"(n,2n)",4,0.0
Ni60,"(n,2n)",5,0.0
Ni60,"(n,2n)",6,0.0
Ni60,"(n,2n)",7,0.0
Ni60,"(n,2n)",8,7.759668800684294e-05
Ni60,"(n,p)",1,0.0
Ni60,"(n,p)",2,0.0
Ni60,"(n,p)",3,0.0
Ni60,"(n,p)",4,0.0
Ni60,"(n,p)",5,0.0
Ni60,"(n,p)",6,0.0
Ni60,"(n,p)",7,0.0
Ni60,"(n,p)",8,0.0024865373958391176
Ni60,"(n,a)",1,1.4973608728554994e-15
Ni60,"(n,a)",2,4.298136404699383e-15
Ni60,"(n,a)",3,9.258852263569835e-15
Ni60,"(n,a)",4,2.0184011576274714e-14
Ni60,"(n,a)",5,8.41217825206323e-14
Ni60,"(n,a)",6,4.0890770762604004e-11
Ni60,"(n,a)",7,1.267292414325987e-08
Ni60,"(n,a)",8,0.0021456408919948195
Ni60,"(n,3n)",1,0.0
Ni60,"(n,3n)",2,0.0
Ni60,"(n,3n)",3,0.0
Ni60,"(n,3n)",4,0.0
Ni60,"(n,3n)",5,0.0
Ni60,"(n,3n)",6,0.0
Ni60,"(n,3n)",7,0.0
Ni60,"(n,3n)",8,0.0
Ni60,"(n,4n)",1,0.0
Ni60,"(n,4n)",2,0.0
Ni60,"(n,4n)",3,0.0
Ni60,"(n,4n)",4,0.0
Ni60,"(n,4n)",5,0.0
Ni60,"(n,4n)",6,0.0
Ni60,"(n,4n)",7,0.0
Ni60,"(n,4n)",8,0.0
Ni60,fission,1,0.0
Ni60,fission,2,0.0
Ni60,fission,3,0.0
Ni60,fission,4,0.0
Ni60,fission,5,0.0
Ni60,fission,6,0.0
Ni60,fission,7,0.0
Ni60,fission,8,0.0
Ni61,"(n,gamma)",1,2.4175942780346875
Ni61,"(n,gamma)",2,1.3536020403589517
Ni61,"(n,gamma)",3,0.9112884610549042
Ni61,"(n,gamma)",4,0.6189928970619973
Ni61,"(n,gamma)",5,0.32965112490689136
Ni61,"(n,gamma)",6,0.16309940298598283
Ni61,"(n,gamma)",7,0.07050010869783749
Ni61,"(n,gamma)",8,0.002660765270855363
Ni61,"(n,2n)",1,0.0
Ni61,"(n,2n)",2,0.0
Ni61,"(n,2n)",3,0.0
Ni61,"(n,2n)",4,0.0
Ni61,"(n,2n)",5,0.0
Ni61,"(n,2n)",6,0.0
Ni61,"(n,2n)",7,0.0
Ni61,"(n,2n)",8,0.001198742842039287
Ni61,"(n,p)",1,0.0
Ni61,"(n,p)",2,0.0
Ni61,"(n,p)",3,0.0
Ni61,"(n,p)",4,0.0
Ni61,"(n,p)",5,0.0
Ni61,"(n,p)",6,0.0
Ni61,"(n,p)",7,9.54610505611171e-09
Ni61,"(n,p)",8,0.0038507861215107625
Ni61,"(n,a)",1,0.0
Ni61,"(n,a)",2,0.0
Ni61,"(n,a)",3,0.0
Ni61,"(n,a)",4,0.0
Ni61,"(n,a)",5,0.0
Ni61,"(n,a)",6,0.0
Ni61,"(n,a)",7,5.661240301600906e-06
Ni61,"(n,a)",8,0.0031331028753993624
Ni61,"(n,3n)",1,0.0
Ni61,"(n,3n)",2,0.0
Ni61,"(n,3n)",3,0.0
Ni61,"(n,3n)",4,0.0
Ni61,"(n,3n)",5,0.0
Ni61,"(n,3n)",6,0.0
Ni61,"(n,3n)",7,0.0
Ni61,"(n,3n)",8,0.0
Ni61,"(n,4n)",1,0.0
Ni61,"(n,4n)",2,0.0
Ni61,"(n,4n)",3,0.0
Ni61,"(n,4n)",4,0.0
Ni61,"(n,4n)",5,0.0
Ni61,"(n,4n)",6,0.0
Ni61,"(n,4n)",7,0.0
Ni61,"(n,4n)",8,0.0
Ni61,fission,1,0.0
Ni61,fission,2,0.0
Ni61,fission,3,0.0
Ni61,fission,4,0.0
Ni61,fission,5,0.0
Ni61,fission,6,0.0
Ni61,fission,7,0.0
Ni61,fission,8,0.0
Ni62,"(n,gamma)",1,14.35922578901445
Ni62,"(n,gamma)",2,8.04027507544478
Ni62,"(n,gamma)",3,5.4136956766507245
Ni62,"(n,gamma)",4,3.6783145803121116
Ni62,"(n,gamma)",5,1.9617810584124207
Ni62,"(n,gamma)",6,0.36176248178235654
Ni62,"(n,gamma)",7,0.01392102730231108
Ni62,"(n,gamma)",8,0.004611278429062029
Ni62,"(n,2n)",1,0.0
Ni62,"(n,2n)",2,0.0
Ni62,"(n,2n)",3,0.0
Ni62,"(n,2n)",4,0.0
Ni62,"(n,2n)",5,0.0
Ni62,"(n,2n)",6,0.0
Ni62,"(n,2n)",7,0.0
Ni62,"(n,2n)",8,0.0002750800809908353
Ni62,"(n,p)",1,0.0
Ni62,"(n,p)",2,0.0
Ni62,"(n,p)",3,0.0
Ni62,"(n,p)",4,0.0
Ni62,"(n,p)",5,0.0
Ni62,"(n,p)",6,0.0
Ni62,"(n,p)",7,0.0
Ni62,"(n,p)",8,4.450249638831533e-05
Ni62,"(n,a)",1,0.0
Ni62,"(n,a)",2,0.0
Ni62,"(n,a)",3,0.0
Ni62,"(n,a)",4,0.0
Ni62,"(n,a)",5,0.0
Ni62,"(n,a)",6,0.0
Ni62,"(n,a)",7,3.2265340987855014e-08
Ni62,"(n,a)",8,6.541873753312724e-05
Ni62,"(n,3n)",1,0.0
Ni62,"(n,3n)",2,0.0
Ni62,"(n,3n)",3,0.0
Ni62,"(n,3n)",4,0.0
Ni62,"(n,3n)",5,0.0
Ni62,"(n,3n)",6,0.0
Ni62,"(n,3n)",7,0.0
Ni62,"(n,3n)",8,0.0
Ni62,"(n,4n)",1,0.0
Ni62,"(n,4n)",2,0.0
Ni62,"(n,4n)",3,0.0
Ni62,"(n,4n)",4,0.0
Ni62,"(n,4n)",5,0.0
Ni62,"(n,4n)",6,0.0
Ni62,"(n,4n)",7,0.0
Ni62,"(n,4n)",8,0.0
Ni62,fission,1,0.0
Ni62,fission,2,0.0
Ni62,fission,3,0.0
Ni62,fission,4,0.0
Ni62,fission,5,0.0
Ni62,fission,6,0.0
Ni62,fission,7,0.0
Ni62,fission,8,0.0
Ni64,"(n,gamma)",1,1.426292934308414
Ni64,"(n,gamma)",2,0.7986207067730225
Ni64,"(n,gamma)",3,0.5377110932457875
Ni64,"(n,gamma)",4,0.3653192548884925
Ni64,"(n,gamma)",5,0.19476672864340225
Ni64,"(n,gamma)",6,0.028546573761015787
Ni64,"(n,gamma)",7,0.018504853311521907
Ni64,"(n,gamma)",8,0.004024845539474979
Ni64,"(n,2n)",1,0.0
Ni64,"(n,2n)",2,0.0
Ni64,"(n,2n)",3,0.0
Ni64,"(n,2n)",4,0.0
Ni64,"(n,2n)",5,0.0
Ni64,"(n,2n)",6,0.0
Ni64,"(n,2n)",7,0.0
Ni64,"(n,2n)",8,0.0006767561572604081
Ni64,"(n,p)",1,0.0
Ni64,"(n,p)",2,0.0
Ni64,"(n,p)",3,0.0
Ni64,"(n,p)",4,0.0
Ni64,"(n,p)",5,0.0
Ni64,"(n,p)",6,0.0
Ni64,"(n,p)",7,0.0
Ni64,"(n,p)",8,1.3802386933490953e-06
Ni64,"(n,a)",1,0.0
Ni64,"(n,a)",2,0.0
Ni64,"(n,a)",3,0.0
Ni64,"(n,a)",4,0.0
Ni64,"(n,a)",5,0.0
Ni64,"(n,a)",6,0.0
Ni64,"(n,a)",7,0.0
Ni64,"(n,a)",8,1.3894477358994428e-05
Ni64,"(n,3n)",1,0.0
Ni64,"(n,3n)",2,0.0
Ni64,"(n,3n)",3,0.0
Ni64,"(n,3n)",4,0.0
Ni64,"(n,3n)",5,0.0
Ni64,"(n,3n)",6,0.0
Ni64,"(n,3n)",7,0.0
Ni64,"(n,3n)",8,0.0
Ni64,"(n,4n)",1,0.0
Ni64,"(n,4n)",2,0.0
Ni64,"(n,4n)",3,0.0
Ni64,"(n,4n)",4,0.0
Ni64,"(n,4n)",5,0.0
Ni64,"(n,4n)",6,0.0
Ni64,"(n,4n)",7,0.0
Ni64,"(n,4n)",8,0.0
Ni64,fission,1,0.0
Ni64,fission,2,0.0
Ni64,fission,3,0.0
Ni64,fission,4,0.0
Ni64,fission,5,0.0
Ni64,fission,6,0.0
Ni64,fission,7,0.0
Ni64,fission,8,0.0
Cu63,"(n,gamma)",1,4.306615030089417
Cu63,"(n,gamma)",2,2.4106430786451916
Cu63,"(n,gamma)",3,1.622144889762476
Cu63,"(n,gamma)",4,1.1007052180757406
Cu63,"(n,gamma)",5,0.5831664299224445
Cu63,"(n,gamma)",6,0.4636631651816062
Cu63,"(n,gamma)",7,0.04895826677524404
Cu63,"(n,gamma)",8,0.008005391362867967
Cu63,"(n,2n)",1,0.0
Cu63,"(n,2n)",2,0.0
Cu63,"(n,2n)",3,0.0
Cu63,"(n,2n)",4,0.0
Cu63,"(n,2n)",5,0.0
Cu63,"(n,2n)",6,0.0
Cu63,"(n,2n)",7,0.0
Cu63,"(n,2n)",8,0.00012359782092823972
Cu63,"(n,p)",1,0.0
Cu63,"(n,p)",2,0.0
Cu63,"(n,p)",3,0.0
Cu63,"(n,p)",4,0.0
Cu63,"(n,p)",5,0.0
Cu63,"(n,p)",6,0.0
Cu63,"(n,p)",7,0.0
Cu63,"(n,p)",8,0.02500372335550437
Cu63,"(n,a)",1,0.0
Cu63,"(n,a)",2,0.0
Cu63,"(n,a)",3,0.0
Cu63,"(n,a)",4,0.0
Cu63,"(n,a)",5,0.0
Cu63,"(n,a)",6,0.0
Cu63,"(n,a)",7,0.0
Cu63,"(n,a)",8,0.0006673119223997025
Cu63,"(n,3n)",1,0.0
Cu63,"(n,3n)",2,0.0
Cu63,"(n,3n)",3,0.0
Cu63,"(n,3n)",4,0.0
Cu63,"(n,3n)",5,0.0
Cu63,"(n,3n)",6,0.0
Cu63,"(n,3n)",7,0.0
Cu63,"(n,3n)",8,0.0
Cu63,"(n,4n)",1,0.0
Cu63,"(n,4n)",2,0.0
Cu63,"(n,4n)",3,0.0
Cu63,"(n,4n)",4,0.0
Cu63,"(n,4n)",5,0.0
Cu63,"(n,4n)",6,0.0
Cu63,"(n,4n)",7,0.0
Cu63,"(n,4n)",8,0.0
Cu63,fission,1,0.0
Cu63,fission,2,0.0
Cu63,fission,3,0.0
Cu63,fission,4,0.0
Cu63,fission,5,0.0
Cu63,fission,6,0.0
Cu63,fission,7,0.0
Cu63,fission,8,0.0
Cu65,"(n,gamma)",1,2.070497899768753
Cu65,"(n,gamma)",2,1.1592441550341643
Cu65,"(n,gamma)",3,0.780399446423897
Cu65,"(n,gamma)",4,0.5300261947392142
Cu65,"(n,gamma)",5,0.2821095656401106
Cu65,"(n,gamma)",6,0.20600990453056137
Cu65,"(n,gamma)",7,0.025154724956868994
Cu65,"(n,gamma)",8,0.00591666543527858
Cu65,"(n,2n)",1,0.0
Cu65,"(n,2n)",2,0.0
Cu65,"(n,2n)",3,0.0
Cu65,"(n,2n)",4,0.0
Cu65,"(n,2n)",5,0.0
Cu65,"(n,2n)",6,0.0
Cu65,"(n,2n)",7,0.0
Cu65,"(n,2n)",8,0.00043694228553390967
Cu65,"(n,p)",1,0.0
Cu65,"(n,p)",2,0.0
Cu65,"(n,p)",3,0.0
Cu65,"(n,p)",4,0.0
Cu65,"(n,p)",5,0.0
Cu65,"(n,p)",6,0.0
Cu65,"(n,p)",7,0.0
Cu65,"(n,p)",8,0.0007054230262619506
Cu65,"(n,a)",1,0.0
Cu65,"(n,a)",2,0.0
Cu65,"(n,a)",3,0.0
Cu65,"(n,a)",4,0.0
Cu65,"(n,a)",5,0.0
Cu65,"(n,a)",6,0.0
Cu65,"(n,a)",7,6.416100505052443e-11
Cu65,"(n,a)",8,1.6944322083014074e-05
Cu65,"(n,3n)",1,0.0
Cu65,"(n,3n)",2,0.0
Cu65,"(n,3n)",3,0.0
Cu65,"(n,3n)",4,0.0
Cu65,"(n,3n)",5,0.0
Cu65,"(n,3n)",6,0.0
Cu65,"(n,3n)",7,0.0
Cu65,"(n,3n)",8,0.0
